Nome;Indirizzo;Città;Nazione;Prezzo;Fascia Di Prezzo;Tipo di Cucina;Longitude;Latitude;PrenotazioneOnline;Delivery;WebsiteUrl;Award;Servizi
Tollbua;Brattørkaia 13B, Trondheim, 7010, Norway;Trondheim; Norway;€€;20;Modern Cuisine;10.40263;63.4393;NO;NO;https://tollbua-trondheim.no/en/;Selected Restaurants;
Bon Lio;Storgata 41, Oslo, 0182, Norway;Oslo; Norway;€€€;70;Modern Cuisine;10.7551321;59.9152837;NO;SI;https://www.bonlio.no;Selected Restaurants;Air conditioning,Counter dining
Lola;Christianshavns Voldgade 50, Copenhagen, 1424, Denmark;Copenhagen; Denmark;€€;20;World Cuisine;12.5962831;55.6713725;SI;NO;https://www.restaurantlola.dk;Selected Restaurants;Garden or park,Terrace
Levi;Ny Østergade 24, Copenhagen, 1101, Denmark;Copenhagen; Denmark;€€;20;Italian and Japanese;12.5822821;55.6817794;NO;NO;https://restaurantlevi.com;Selected Restaurants;Air conditioning,Terrace
STUD!O;Paulas Passage 5, Carlsberg Byen, Copenhagen, 1799, Denmark;Copenhagen; Denmark;€€€€;100;Creative;12.5308582;55.6665827;NO;SI;https://studiocph.dk/en/;Selected Restaurants;Air conditioning,Counter dining
Café Savoy;Eteläesplanadi 14, Helsinki, 00 130, Finland;Helsinki; Finland;€€€;70;French;24.9469973;60.1670666;NO;NO;https://cafesavoy.fi/;Selected Restaurants;Air conditioning
Eero;Henrik Ibsens gate 48, Oslo, 0255, Norway;Oslo; Norway;€€€;70;Seafood;10.723516;59.9150362;SI;SI;https://www.eero.no;Selected Restaurants;Air conditioning,Great view,Terrace,Wheelchair access
Black Milk Gastro Bar;Engelbrektsgatan 3, Stockholm, 114 32, Sweden;Stockholm; Sweden;€€€;70;Creative, Modern Cuisine;18.0697376;59.3380976;NO;SI;https://blackmilkgastrobar.com;Selected Restaurants;Counter dining
Ego;Korkeavuorenkatu 27, Helsinki, 00140, Finland;Helsinki; Finland;€€€;70;Modern Cuisine;24.9462644;60.16393;SI;SI;https://ego-ravintola.fi;Selected Restaurants;
Västergatan;Västergatan 16, Malmo, 211 21, Sweden;Malmo; Sweden;€€;20;Swedish;12.9961923;55.6063771;SI;NO;https://www.vastergatan.se;Selected Restaurants;Counter dining,Restaurant offering vegetarian menus
Symbios;Skånegatan 80, Stockholm, 116 37, Sweden;Stockholm; Sweden;€€;20;Modern Cuisine;18.0800548;59.3122531;SI;NO;https://www.symbiossthlm.se;Selected Restaurants;Air conditioning,Counter dining,Terrace
Frank;Ny Adelgade 3, Copenhagen, 1104 K, Denmark;Copenhagen; Denmark;€€;20;Modern Cuisine, Contemporary;12.5840769;55.6811404;NO;NO;https://www.restaurantfrank.dk;Selected Restaurants;Interesting wine list,Terrace
Sushi Anaba;Sandkaj 39, Copenhagen, 2150, Denmark;Copenhagen; Denmark;€€€;70;Japanese;12.5987021;55.7068801;NO;NO;https://www.sushianaba.com;Selected Restaurants;Counter dining,Notable sake list
Brasserie Hansken;Christiania torv 4, Oslo, 0158, Norway;Oslo; Norway;€€€;70;Modern Cuisine;10.7395315;59.9105346;SI;SI;https://www.brasseriehansken.no;Selected Restaurants;
Theo;Skindergade 29, Copenhagen, 1050, Denmark;Copenhagen; Denmark;€;10;Contemporary, European Contemporary;12.57437;55.67934;SI;NO;https://norrlyst.dk/theo/;Selected Restaurants;
BORD;Roslagsgatan 43, Stockholm, 113 54, Sweden;Stockholm; Sweden;€€;20;Mediterranean Cuisine;18.0569154;59.34939;SI;SI;https://www.bord.restaurant;Selected Restaurants;Counter dining
BELLIES;Støperigata 6, Stavanger, 4014, Norway;Stavanger; Norway;€€€;70;Vegan, Vegetarian;5.7519404;58.971336;NO;NO;https://www.bellies.no;Selected Restaurants;Restaurant offering vegetarian menus
Boulevard;Bulevardi 6, Helsinki, 00120, Finland;Helsinki; Finland;€€€;70;Seafood;24.942305;60.1660338;SI;NO;https://boulevard.fi/;Selected Restaurants;
Bulot;Norra Hamngatan 8, Gothenburg, 411 14, Sweden;Gothenburg; Sweden;€€€;70;Modern Cuisine;11.961487;57.7063993;SI;SI;https://bulot.se/;Selected Restaurants;Counter dining,Interesting wine list,Wheelchair access
freyja.;Hornsgatan 18, Stockholm, 118 20, Sweden;Stockholm; Sweden;€€€;70;Swedish, Modern Cuisine;18.0688904;59.319803;SI;NO;https://freyjasoder.se/;Selected Restaurants;Air conditioning,Great view,Wheelchair access
Oxenstiernan;Storgatan 35B, Stockholm, 114 55, Sweden;Stockholm; Sweden;€€€;70;Regional Cuisine, Swedish;18.0889461;59.3348436;NO;NO;https://www.restaurangoxenstiernan.com;Selected Restaurants;Restaurant offering vegetarian menus,Terrace
Pull;Rotermanni 2, Tallinn, 10111, Estonia;Tallinn; Estonia;€€;20;Meats and Grills;24.75881;59.4395107;NO;SI;https://resto.pull.ee;Selected Restaurants;Air conditioning,Terrace
Wicca;Puhkekodu tee 4, Laulasmaa, 76702, Estonia;Laulasmaa; Estonia;€€€;70;Modern Cuisine;24.2377328;59.3744849;NO;NO;https://www.laspa.ee/restaurant-wicca;Selected Restaurants;Air conditioning,Car park,Garden or park,Great view,Terrace,Wheelchair access
Hõlm;Ülikooli 14, Tartu, 51003, Estonia;Tartu; Estonia;€€€;70;Modern Cuisine;26.7217518;58.3795843;NO;SI;http://www.holmrestoran.ee;Selected Restaurants;Air conditioning,Terrace,Wheelchair access
Art Priori;Olevimägi 7, Tallinn, 10123, Estonia;Tallinn; Estonia;€€€;70;Modern Cuisine;24.7479121;59.4400349;SI;NO;https://www.artpriori.ee;Selected Restaurants;
38;Olevimägi 9, Tallinn, 10123, Estonia;Tallinn; Estonia;€€€;70;Creative;24.7481048;59.4402166;SI;NO;https://www.38restoran.com;Selected Restaurants;
Tchaikovsky;Vene 9, Tallinn, 10123, Estonia;Tallinn; Estonia;€€€;70;Modern Cuisine, Russian;24.7473496;59.4377615;SI;SI;http://www.telegraafhotel.com/restaurant-tchaikovsky/;Selected Restaurants;Terrace,Wheelchair access
Lee;Uus 31, Tallinn, 10111, Estonia;Tallinn; Estonia;€€;20;Asian Influences, Modern Cuisine;24.7494223;59.441047;SI;SI;https://leeresto.ee;Selected Restaurants;Garden or park,Interesting wine list,Restaurant offering vegetarian menus,Terrace
Rado;Vene 7, Tallinn, 10123, Estonia;Tallinn; Estonia;€€;20;Contemporary;24.7470905;59.4375605;SI;SI;https://www.radorestoran.ee;Selected Restaurants;Air conditioning
Fotografiska;Telliskivi 60a/8, Tallinn, 10412, Estonia;Tallinn; Estonia;€€€;70;Modern Cuisine;24.7287568;59.4382631;NO;SI;https://tallinn.fotografiska.com/en/restaurants/fotografiska-restaurant;Selected Restaurants;Air conditioning,Brunch,Counter dining,Great view,Interesting wine list,Terrace,Wheelchair access
Joyce;Riia 2, Tartu, 51004, Estonia;Tartu; Estonia;€€;20;Modern Cuisine;26.7282274;58.3766297;NO;SI;https://joyce.ee;Selected Restaurants;Air conditioning,Restaurant offering vegetarian menus,Terrace,Wheelchair access
ÂME;Nunne 14, Tallinn, 10133, Estonia;Tallinn; Estonia;€€€;70;Modern Cuisine;24.7423634;59.4388227;SI;SI;https://amerestoran.ee;Selected Restaurants;Terrace,Wheelchair access
Gianni;Jõe 4a, Tallinn, 10151, Estonia;Tallinn; Estonia;€€€;70;Italian;24.764312;59.4390475;NO;SI;https://www.gianni.ee;Selected Restaurants;Air conditioning,Terrace
RADIO;Terase 16, Tallinn, 10125, Estonia;Tallinn; Estonia;€€;20;International;24.7720244;59.4349406;SI;SI;https://restoranradio.ee;Selected Restaurants;Air conditioning,Interesting wine list
Kolm Sõsarat;Kirikumõisa tee 9, Lüllemäe, 68116, Estonia;Lüllemäe; Estonia;€€€€;100;Modern Cuisine;26.37397;57.75131;SI;SI;https://www.kolmsosarat.ee/en;Selected Restaurants;Car park,Credit cards not accepted,Garden or park
Lahepere Villa;Liivaranna tee 3, Kloogaranna, 76708, Estonia;Kloogaranna; Estonia;€€€;70;Modern Cuisine;24.2489913;59.3459764;SI;NO;https://laheperevilla.eu;Selected Restaurants;Garden or park,Terrace
Alexander;Pädaste Manor, Muhu Island, Pädaste, 94716, Estonia;Pädaste; Estonia;€€€€;100;Modern Cuisine;23.2808112;58.5503177;SI;SI;https://www.padaste.ee/cuisine/alexander/;Selected Restaurants;Car park,Garden or park,Great view,Valet parking
SOO;Maidla Mõis 1, Maidla, 79408, Estonia;Maidla; Estonia;€€€;70;Modern Cuisine;24.8971753;59.051638;NO;SI;https://www.maidlaresort.com/gastronomy;Selected Restaurants;Air conditioning,Car park,Garden or park
Horisont;Swissôtel, Tornimäe 3, Tallinn, 10145, Estonia;Tallinn; Estonia;€€€;70;Modern Cuisine, European;24.7610676;59.4332098;NO;NO;https://horisontrestoran.ee;Selected Restaurants;Air conditioning,Great view
Mon Repos;Narva mnt. 92, Tallinn, 10127, Estonia;Tallinn; Estonia;€€;20;Modern Cuisine;24.7868407;59.4409706;NO;SI;https://monrepos.ee;Selected Restaurants;Car park,Terrace
Nok Nok;Vana-Posti 7, Tallinn, 10146, Estonia;Tallinn; Estonia;€€;20;Thai;24.745177;59.4354781;SI;NO;https://www.noknok.ee;Selected Restaurants;Air conditioning,Terrace
Moon;Võrgu 3, Tallinn, 10415, Estonia;Tallinn; Estonia;€€;20;Traditional Cuisine;24.7477385;59.4451977;NO;SI;https://www.restoranmoon.ee;Selected Restaurants;Air conditioning,Terrace
R14;Rotermanni 14, Tallinn, 10111, Estonia;Tallinn; Estonia;€€;20;Mediterranean Cuisine;24.7577528;59.4388842;SI;NO;http://www.r14.ee;Selected Restaurants;Brunch,Terrace,Wheelchair access
Barbarea;Marati 5, Tallinn, 11713, Estonia;Tallinn; Estonia;€€;20;Modern Cuisine;24.6749609;59.4559963;SI;NO;https://barbarea.ee;Selected Restaurants;Air conditioning,Terrace
Puri;Nooda tee 8, Tallinn, 13516, Estonia;Tallinn; Estonia;€€;20;Modern Cuisine;24.60462;59.44841;NO;SI;https://www.puriresto.ee;Selected Restaurants;Air conditioning,Car park,Credit cards not accepted,Great view,Terrace,Wheelchair access
Rado;Posti 7, Haapsalu, 90502, Estonia;Haapsalu; Estonia;€€;20;Traditional Cuisine;23.538496;58.9446465;NO;NO;https://radorestoran.ee;Selected Restaurants;Air conditioning,Terrace
Mere 38;Mere 38, Võsu, 45501, Estonia;Võsu; Estonia;€€;20;Modern Cuisine;25.9607297;59.5763779;NO;SI;https://www.mere38.ee;Selected Restaurants;Air conditioning,Car park,Garden or park,Terrace
Paju Villa;Vabaduse puiestee 88, Tallinn, 11617, Estonia;Tallinn; Estonia;€€€;70;Modern Cuisine;24.6862148;59.3777304;NO;NO;https://pajuvilla.ee;Selected Restaurants;Car park,Garden or park,Terrace
Casa Rios;Rua Itapura, 1327, São Paulo, 03310-000, Brazil;São Paulo; Brazil;$$;20;Brazilian, Contemporary;-46.5651316;-23.5502289;NO;NO;https://www.casariosrestaurante.com.br/;Selected Restaurants;Air conditioning,Counter dining,Terrace,Wheelchair access
Borgo Mooca;Rua Barão De Tatuí, 302, São Paulo, 01226-030, Brazil;São Paulo; Brazil;$$;20;Italian;-46.6540355;-23.5383601;NO;NO;;Selected Restaurants;Air conditioning,Bring your own bottle,Counter dining,Valet parking
Bicol Korean Cuisine;Rua José Getúlio 422, São Paulo, 01509-000, Brazil;São Paulo; Brazil;$$;20;Korean;-46.6340311;-23.5691791;SI;NO;http://bicol.com.br;Selected Restaurants;Air conditioning,Terrace
Corrientes 348 - Marina da Glória;Avenida Infante Dom Henrique, Rio de Janeiro, 20021-140, Brazil;Rio de Janeiro; Brazil;$$$;70;Meats and Grills;-43.1696199;-22.9198977;SI;NO;http://www.corrientes348.com.br;Selected Restaurants;Air conditioning,Terrace,Wheelchair access
Mäska;Rua Joana Angélica, 159, Rio de Janeiro, 22420-030, Brazil;Rio de Janeiro; Brazil;$$;20;Modern Cuisine, Mediterranean Cuisine;-43.2050012;-22.9828833;SI;NO;;Selected Restaurants;Air conditioning
NOTIÊ;Rua Formosa 157, São Paulo, 01049-000, Brazil;São Paulo; Brazil;$$$;70;Brazilian, Modern Cuisine;-46.6388915;-23.5463026;NO;SI;https://espacopriceless.com.br/;Selected Restaurants;Air conditioning,Terrace,Wheelchair access
Tiara;Rua Ataulfo De Paiva, 270 loja 111, Rio de Janeiro, 22440-900, Brazil;Rio de Janeiro; Brazil;$$$;70;Contemporary;-43.2184219;-22.9834173;NO;NO;https://bfw.group/tiara-restaurante/;Selected Restaurants;Air conditioning
Chez Claude São Paulo;Rua Professor Tamandaré Toledo 25, São Paulo, 04532-020, Brazil;São Paulo; Brazil;$$$;70;Modern French;-46.6740824;-23.5833495;SI;NO;;Selected Restaurants;Air conditioning,Valet parking,Wheelchair access
Naga;Rua Bandeira Paulista 385, São Paulo, 04532-011, Brazil;São Paulo; Brazil;$$$;70;Japanese;-46.6760698;-23.5826917;NO;NO;https://www.nagayama.com.br/;Selected Restaurants;Air conditioning,Counter dining,Notable sake list,Valet parking
Kosushi;Rua Viradouro 139, São Paulo, 04538-110, Brazil;São Paulo; Brazil;$$$;70;Japanese;-46.6808999;-23.5853793;NO;NO;https://www.kosushi.com.br/;Selected Restaurants;Air conditioning,Valet parking,Wheelchair access
Loup;Dr. Mário Ferraz 528, São Paulo, 01453-011, Brazil;São Paulo; Brazil;$$$;70;International;-46.6853155;-23.5849874;SI;NO;https://www.louprestaurante.com.br/;Selected Restaurants;Air conditioning,Valet parking,Wheelchair access
Charco;Rua Peixoto Gomide 1492, São Paulo, 01409-002, Brazil;São Paulo; Brazil;$$;20;Brazilian, Grills;-46.6616177;-23.5651497;SI;NO;;Selected Restaurants;Air conditioning,Terrace,Wheelchair access
Pobre Juan;Rua Comendador Miguel Calfat 525, São Paulo, 04537-082, Brazil;São Paulo; Brazil;$$$;70;Meats and Grills;-46.6776858;-23.5936444;NO;SI;https://www.pobrejuan.com.br/;Selected Restaurants;Air conditioning,Terrace,Valet parking,Wheelchair access
Cepa;Praça Dos Omaguás, 110, São Paulo, 05419-020, Brazil;São Paulo; Brazil;$$;20;Farm to table, Home Cooking;-46.6922842;-23.5618174;SI;NO;;Selected Restaurants;Air conditioning,Terrace
Lilia;Rua do Senado 45, Rio de Janeiro, 20231-005, Brazil;Rio de Janeiro; Brazil;$$;20;Brazilian;-43.1840026;-22.9091605;SI;NO;;Selected Restaurants;Air conditioning
Mesa do Lado;Rua Conde Bernadotte 26, Rio de Janeiro, 22430-200, Brazil;Rio de Janeiro; Brazil;$$$$;100;Creative;-43.2227589;-22.9809883;NO;NO;https://mesadolado.com.br/;Selected Restaurants;Air conditioning
L'Etoile;Avenida Niemeyer 121, Rio de Janeiro, 22450-220, Brazil;Rio de Janeiro; Brazil;$$$;70;International;-43.2329427;-22.9915044;SI;SI;https://www.letoile-rio.com.br/;Selected Restaurants;Air conditioning,Car park,Great view,Restaurant offering vegetarian menus
Térèze;Rua Felicio dos Santos 15, Rio de Janeiro, 20241-260, Brazil;Rio de Janeiro; Brazil;$$$;70;Modern Cuisine;-43.1879377;-22.9216463;SI;SI;https://www.santateresahotelrio.com/;Selected Restaurants;Air conditioning,Car park,Great view,Valet parking
Mr. Lam;Rua Maria Angélica 21, Rio de Janeiro, 22470-201, Brazil;Rio de Janeiro; Brazil;$$$;70;Asian Influences;-43.2077344;-22.9627448;NO;SI;https://www.mrlam.com.br/;Selected Restaurants;Air conditioning,Interesting wine list,Terrace,Valet parking
Sud, O Pássaro Verde;Rua Visconde de Carandaí 35, Rio de Janeiro, 22460-020, Brazil;Rio de Janeiro; Brazil;$$$;70;Brazilian;-43.2203784;-22.9658198;SI;NO;https://www.robertasudbrack.com.br/;Selected Restaurants;Air conditioning
Giuseppe Grill Leblon;Avenida Bartolomeu Mitre 370, Rio de Janeiro, 22431-001, Brazil;Rio de Janeiro; Brazil;$$$;70;Traditional Cuisine;-43.224215;-22.9805137;NO;NO;https://www.bestfork.com.br/giuseppegrill/leblon;Selected Restaurants;Air conditioning,Interesting wine list,Valet parking
Fasano;Rua Vitório Fasano 88, São Paulo, 01414-020, Brazil;São Paulo; Brazil;$$$;70;Italian;-46.6695865;-23.5645122;NO;NO;https://fasano.com.br/gastronomia/fasano;Selected Restaurants;Air conditioning,Interesting wine list,Valet parking,Wheelchair access
Casa Santo Antônio;Avenida João Carlos da Silva Borges 764, São Paulo, 04726-001, Brazil;São Paulo; Brazil;$$;20;Italian;-46.7116546;-23.6384337;SI;NO;https://www.casasantoantonio.com/;Selected Restaurants;Air conditioning,Terrace,Valet parking,Wheelchair access
Território Aprazível;Rua Aprazível 62, Rio de Janeiro, 20241-270, Brazil;Rio de Janeiro; Brazil;$$$;70;Brazilian;-43.1873557;-22.9247815;SI;NO;https://www.aprazivel.com.br/;Selected Restaurants;Air conditioning,Great view,Interesting wine list,Terrace,Valet parking
Aconchego Carioca;Rua Barão de Iguatemi 245, Rio de Janeiro, 20270-060, Brazil;Rio de Janeiro; Brazil;$;10;Brazilian;-43.2139701;-22.9127851;NO;NO;;Selected Restaurants;Air conditioning,Terrace
Aiô;Rua Áurea 307, São Paulo, 04015-070, Brazil;São Paulo; Brazil;$$;20;Taiwanese;-46.6454652;-23.5870733;SI;NO;https://www.aiorestaurante.com.br/;Selected Restaurants;Counter dining
Chez Claude;Rua Conde de Bernadotte 26, Rio de Janeiro, 22430-200, Brazil;Rio de Janeiro; Brazil;$$$;70;Modern French;-43.2226213;-22.9807869;SI;NO;https://chezclaude.com.br/;Selected Restaurants;Air conditioning,Terrace
Bottega Bernacca;Rua Amauri 244, São Paulo, 01406-200, Brazil;São Paulo; Brazil;$$;20;Italian;-46.6830216;-23.5810142;SI;SI;;Selected Restaurants;Air conditioning,Terrace,Valet parking
Maza;Rua Manuel Guedes, 243, São Paulo, 04536-070, Brazil;São Paulo; Brazil;$$$;70;Japanese;-46.6794071;-23.5825651;NO;NO;https://mazarestaurante.com.br;Selected Restaurants;Air conditioning,Counter dining,Notable sake list,Valet parking
Paparoto Cucina;Av. Pres. Juscelino Kubitschek, 2041 - Térreo, São Paulo, 04543-011, Brazil;São Paulo; Brazil;$$$;70;Italian, Brazilian;-46.6915164;-23.5920518;SI;SI;;Selected Restaurants;Air conditioning,Terrace,Valet parking
Metzi;Rua João Moura, 861, São Paulo, 05412-002, Brazil;São Paulo; Brazil;$$$;70;Mexican;-46.6795487;-23.5579746;SI;SI;https://www.metzi.com.br/;Selected Restaurants;Air conditioning,Wheelchair access
Rudä;Rua Garcia D'Ávila, 118, Rio de Janeiro, 22421-010, Brazil;Rio de Janeiro; Brazil;$$;20;Brazilian, Contemporary;-43.2090335;-22.9834208;NO;SI;;Selected Restaurants;Air conditioning,Valet parking
Jiquitaia;Rua Coronel Oscar Porto 808, São Paulo, 04003-004, Brazil;São Paulo; Brazil;$;10;Brazilian;-46.6458013;-23.5761535;NO;SI;http://www.jiquitaia.com.br;Selected Restaurants;Air conditioning,Restaurant offering vegetarian menus
Ama.zo - Cozinha Peruana;Rua Guaianases 1149, São Paulo, 01204-001, Brazil;São Paulo; Brazil;$$;20;Peruvian, Farm to table;-46.6467795;-23.53255;SI;SI;https://amazoperuano.com.br/;Selected Restaurants;Garden or park,Terrace,Valet parking
Nosso;Rua Maria Quitéria 91, Rio de Janeiro, 22410-040, Brazil;Rio de Janeiro; Brazil;$$;20;Contemporary, Fusion;-43.2071023;-22.9834441;SI;NO;http://www.nossoipanema.com;Selected Restaurants;Air conditioning,Terrace
Clan BBQ;Rua Dias Ferreira, 233 Loja B, Rio de Janeiro, 22431 050, Brazil;Rio de Janeiro; Brazil;$$$;70;Meats and Grills;-43.2274659;-22.9841101;NO;NO;https://clanbbq.com.br/;Selected Restaurants;Air conditioning,Terrace
Henriqueta;Rua Aristides Espínola, Rio de Janeiro, 22440-050, Brazil;Rio de Janeiro; Brazil;$$;20;Portuguese;-43.2276381;-22.985072;SI;NO;;Selected Restaurants;Terrace
Izär;Rua Barão Da Torre, 538, Rio de Janeiro, 22411-002, Brazil;Rio de Janeiro; Brazil;$$;20;Spanish, Rice Dishes;-43.209944;-22.9827015;SI;SI;;Selected Restaurants;Air conditioning,Terrace
Les Présidents;Rua Da Consolação 3527, São Paulo, 01416-001, Brazil;São Paulo; Brazil;$$$;70;French;-46.6700946;-23.5625625;NO;NO;;Selected Restaurants;Air conditioning,Restaurant offering vegetarian menus,Valet parking
Spicy Fish;Rua Maria Quitéria, 99, Rio de Janeiro, 22410-040, Brazil;Rio de Janeiro; Brazil;$;10;Asian Contemporary;-43.2071981;-22.9831796;SI;SI;;Selected Restaurants;Air conditioning,Terrace
Piselli;Rua Padre João Manuel 1253, São Paulo, 01411-001, Brazil;São Paulo; Brazil;$$;20;Italian;-46.667715;-23.5672576;SI;SI;https://piselli.com.br/;Selected Restaurants;Air conditioning,Terrace,Valet parking
Jamile;Rua Treze de Maio 647, São Paulo, 01327-000, Brazil;São Paulo; Brazil;$$;20;Brazilian;-46.6463018;-23.5586242;NO;NO;https://jamilerestaurante.com.br/jamile/;Selected Restaurants;Air conditioning,Counter dining,Terrace,Wheelchair access
Marine Restô;Avenida Atlântica 4240, Rio de Janeiro, 22070-900, Brazil;Rio de Janeiro; Brazil;$$$;70;Modern Cuisine;-43.1892062;-22.9858939;NO;NO;https://fairmontrio.com/marine-resto/;Selected Restaurants;Air conditioning,Great view,Terrace,Wheelchair access
Rubaiyat Rio;Rua Jardim Botânico 971, Rio de Janeiro, 22470-051, Brazil;Rio de Janeiro; Brazil;$$$;70;Meats and Grills;-43.22207;-22.97013;NO;NO;https://www.gruporubaiyat.com/;Selected Restaurants;Air conditioning,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access
Oia Cozinha - Mediterrânea;Rua Barão da Torre 340, Rio de Janeiro, 22411-002, Brazil;Rio de Janeiro; Brazil;$$$;70;Mediterranean Cuisine;-43.2051081;-22.9831284;SI;NO;https://www.oiamediterraneo.com.br/;Selected Restaurants;Air conditioning,Wheelchair access
Huto Campo Belo;Rua Dr. Jesuíno Maciel 682, São Paulo, 04615-001, Brazil;São Paulo; Brazil;$$$;70;Japanese;-46.67361;-23.61822;SI;SI;http://www.grupohuto.com.br;Selected Restaurants;Air conditioning,Valet parking,Wheelchair access
Cantaloup;Rua Manuel Guedes 474, São Paulo, 04536-070, Brazil;São Paulo; Brazil;$$$;70;International;-46.67903;-23.58481;NO;NO;https://www.cantaloup.com.br/;Selected Restaurants;Air conditioning,Valet parking,Wheelchair access
Vista;Avenida Pedro Álvares Cabral 1301, São Paulo, 04094-050, Brazil;São Paulo; Brazil;$$;20;Brazilian;-46.652378;-23.58737;SI;SI;https://vistarestaurante.vistasaopaulo.com.br/;Selected Restaurants;Air conditioning,Wheelchair access
Dinho's;Alameda Santos 86, São Paulo, 01418-000, Brazil;São Paulo; Brazil;$$$;70;Meats and Grills;-46.6462835;-23.5712927;SI;NO;https://www.dinhosjardins.com.br/;Selected Restaurants;Air conditioning,Valet parking,Wheelchair access
Tanit;Oscar Freire 145, São Paulo, 01426-001, Brazil;São Paulo; Brazil;$$;20;Mediterranean Cuisine;-46.6636877;-23.5679568;SI;SI;http://www.grupotanit.com.br;Selected Restaurants;Air conditioning,Valet parking
Chef Rouge;Rua Bela Cintra 2238, São Paulo, 01415-002, Brazil;São Paulo; Brazil;$$;20;French;-46.6697676;-23.5636372;SI;SI;https://www.chefrouge.com.br/;Selected Restaurants;Air conditioning,Valet parking
Fasano Trattoria;Rua Iguatemi s/n, São Paulo, 01451-010, Brazil;São Paulo; Brazil;$$$;70;Italian;-46.6813744;-23.5865974;NO;SI;https://www.fasano.com.br/gastronomia/trattoria;Selected Restaurants;Air conditioning,Interesting wine list,Terrace,Wheelchair access
Fogo de Chão;Rua Augusta 2077, São Paulo, 01413-000, Brazil;São Paulo; Brazil;$$$;70;Meats and Grills;-46.66246;-23.56042;NO;NO;https://fogodechao.com.br/;Selected Restaurants;Air conditioning,Interesting wine list,Valet parking,Wheelchair access
A Figueira Rubaiyat;Rua Haddock Lobo 1738, São Paulo, 01414-002, Brazil;São Paulo; Brazil;$$$;70;Meats and Grills;-46.6697787;-23.5652766;NO;SI;https://www.gruporubaiyat.com/;Selected Restaurants;Air conditioning,Interesting wine list,Terrace,Valet parking
Toto;Rua Joana Angélica, 155, Rio de Janeiro, 22420-030, Brazil;Rio de Janeiro; Brazil;$;10;European, Italian;-43.2049709;-22.9830346;NO;NO;;Selected Restaurants;Air conditioning
Aya Japanese Cuisine;Avenida Pedroso de Morais 141, São Paulo, 05419-000, Brazil;São Paulo; Brazil;$$$;70;Japanese;-46.688308;-23.5684255;NO;NO;https://www.restauranteaya.com.br/;Selected Restaurants;Air conditioning,Notable sake list,Valet parking
Amadeus;Rua Haddock Lobo 807, São Paulo, 01414-001, Brazil;São Paulo; Brazil;$$$;70;Seafood;-46.6629717;-23.5592361;SI;NO;https://www.restauranteamadeus.com.br/;Selected Restaurants;Air conditioning,Car park,Terrace,Valet parking
Cais;Rua Fidalga 314, São Paulo, 05432-000, Brazil;São Paulo; Brazil;$$$;70;Seafood;-46.6895266;-23.5567144;NO;NO;;Selected Restaurants;Air conditioning
De Segunda;Rua Prof. Tamandaré Toledo, 160, São Paulo, 04532-020, Brazil;São Paulo; Brazil;$$;20;Brazilian;-46.6752488;-23.5834874;SI;SI;https://desegundarestaurante.com.br/;Selected Restaurants;Air conditioning,Terrace,Valet parking
Nôa;Rua Garcia D'Ávila, 135, Rio de Janeiro, 22421-010, Brazil;Rio de Janeiro; Brazil;$$$;70;Mediterranean Cuisine;-43.2093341;-22.9830825;SI;SI;https://noaipanema.com.br/;Selected Restaurants;Air conditioning,Terrace
Nelita;Rua Ferreira De Araújo, 330, São Paulo, 05428-000, Brazil;São Paulo; Brazil;$$$;70;Modern Cuisine;-46.6980906;-23.5605315;NO;NO;https://www.exploretock.com/nelita/;Selected Restaurants;Air conditioning,Counter dining,Valet parking,Wheelchair access
Animus;Rua Vupabussu 347, São Paulo, 05429-040, Brazil;São Paulo; Brazil;$$;20;Modern Cuisine;-46.7000769;-23.5599769;SI;SI;http://www.animusrestaurante.com;Selected Restaurants;Air conditioning,Counter dining,Interesting wine list,Valet parking,Wheelchair access
OCYÁ Leblon;Rua Aristides Espínola, 88, Rio de Janeiro, 22440-050, Brazil;Rio de Janeiro; Brazil;$$;20;Seafood;-43.2274811;-22.9855906;NO;SI;https://ocya.com.br/;Selected Restaurants;Air conditioning,Terrace
Blaise;Rua Itapeva, 435, São Paulo, 01332-000, Brazil;São Paulo; Brazil;$$$$;100;French Contemporary, South American;-46.6527573;-23.5599768;SI;SI;https://www.rosewoodhotels.com/pt/sao-paulo/dining/blaise;Selected Restaurants;Air conditioning,Interesting wine list
Haru Sushi;Rua Raimuindo Corrêa, 10, Rio de Janeiro, 22040-042, Brazil;Rio de Janeiro; Brazil;$;10;Japanese;-43.1880595;-22.9722576;NO;SI;https://haruichiban.com.br/;Selected Restaurants;Air conditioning,Notable sake list
Osso;Rua Bandeira Paulista, 520, São Paulo, 04532-001, Brazil;São Paulo; Brazil;$$$;70;Meats and Grills;-46.6759119;-23.5842326;SI;NO;;Selected Restaurants;Air conditioning,Interesting wine list,Valet parking,Wheelchair access
TARAZ;Rua Itapeva, 435, São Paulo, 01332-000, Brazil;São Paulo; Brazil;$$$;70;South American;-46.6527894;-23.5601045;SI;NO;https://www.rosewoodhotels.com/pt/sao-paulo/dining/taraz;Selected Restaurants;Terrace
Escama;Rua Visconde de Carandaí, 5, Rio de Janeiro, 22460 020, Brazil;Rio de Janeiro; Brazil;$$;20;Seafood;-43.2196922;-22.965067;NO;NO;https://www.escamarestaurante.rio/;Selected Restaurants;Air conditioning,Counter dining,Terrace
